attack|defense|height_m|hp|sp_attack|sp_defense|speed|weight_kg|bug|dark|dragon|electric|fairy|fighting|fire|flying|ghost|grass|ground|ice|normal|poison|psychic|rock|steel|water
0.6818181818181818|0.24444444444444444|0.09027777777777778|0.25196850393700787|0.4619565217391304|0.22222222222222227|0.684931506849315|0.03540708141628326|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
0.5397727272727273|0.8666666666666666|0.1111111111111111|0.3110236220472441|0.21739130434782608|0.4444444444444445|0.3082191780821918|0.22994598919783957|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0
0.6704545454545454|0.27555555555555555|0.11805555555555555|0.29133858267716534|0.4619565217391304|0.36111111111111116|0.6164383561643835|0.13852770554110821|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
0.4375|0.17777777777777778|0.0625|0.23228346456692914|0.19021739130434784|0.1388888888888889|0.4726027397260274|0.03330666133226645|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
0.6534090909090909|0.2888888888888889|0.07638888888888888|0.33070866141732286|0.21739130434782608|0.22222222222222227|0.6506849315068493|0.02480496099219844|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0
0.8806818181818182|0.4222222222222222|0.13194444444444445|0.5866141732283464|0.4619565217391304|0.25|0.6506849315068493|0.1304260852170434|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0
0.6534090909090909|0.3777777777777778|0.2013888888888889|0.4881889763779528|0.8695652173913043|0.4444444444444445|0.6164383561643835|0.32496499299859977|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
0.34090909090909094|0.3111111111111111|0.0625|0.42913385826771655|0.625|0.36111111111111116|0.17123287671232876|0.020004000800160036|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0
0.08522727272727273|0.19999999999999998|0.020833333333333336|0.27165354330708663|0.05434782608695652|0.16666666666666669|0.23972602739726026|0.008401680336067212|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0
0.7670454545454546|0.5555555555555555|0.006944444444444445|0.1732283464566929|0.7065217391304347|0.6388888888888888|0.17123287671232876|0.00020004000800160032|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0
0.9090909090909091|0.24444444444444444|0.10416666666666667|0.3779527559055118|0.29891304347826086|0.16666666666666669|0.363013698630137|0.10242048409681936|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0
0.28409090909090906|0.24444444444444444|0.006944444444444445|0.23228346456692914|0.4619565217391304|0.2777777777777778|0.8150684931506849|0.00040008001600320064|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
0.2215909090909091|0.15555555555555556|0.03472222222222222|0.18503937007874016|0.33152173913043476|0.11111111111111112|0.4931506849315068|0.004700940188037608|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0
0.5965909090909091|0.33333333333333337|0.09722222222222222|0.27165354330708663|0.24456521739130435|0.33333333333333337|0.684931506849315|0.05591118223644729|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
0.3295454545454546|0.14222222222222222|0.03472222222222222|0.1732283464566929|0.29891304347826086|0.19444444444444448|0.6164383561643835|0.02340468093618724|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
0.34090909090909094|0.17777777777777778|0.07638888888888888|0.25196850393700787|0.35326086956521735|0.1388888888888889|0.6164383561643835|0.03790758151630326|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
